ip_address,request_path,request_method,user_agent,failed_login_attempts,request_count,risk_score,risk_level,attack_type
"23.129.236.237","/login/","POST","python-requests/2.28","8","8","16.4","MALICIOUS","CREDENTIAL_STUFFING"
"64.123.142.142","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","12","7.6","SUSPICIOUS","PATH_TRAVERSAL"
"147.240.7.144","/login/","POST","python-requests/2.28","10","10","19","MALICIOUS","CREDENTIAL_STUFFING"
"178.118.173.56","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","9","9","15.7","MALICIOUS","CREDENTIAL_STUFFING"
"157.138.111.250","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","2.4","NORMAL","NORMAL"
"54.239.206.131","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","15","7.5","SUSPICIOUS","HTTP_METHOD_ABUSE"
"22.11.14.226","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","6.1","SUSPICIOUS","PATH_TRAVERSAL"
"117.236.228.59","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","6.7","SUSPICIOUS","PATH_TRAVERSAL"
"213.124.31.34","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","13","13","24.9","MALICIOUS","SQL_INJECTION"
"41.162.151.9","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","5.4","NORMAL","HTTP_METHOD_ABUSE"
"7.200.122.142","/login/","POST","python-requests/2.28","5","5","12.5","MALICIOUS","CREDENTIAL_STUFFING"
"165.81.94.17","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","6.7","SUSPICIOUS","PATH_TRAVERSAL"
"172.148.20.114","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","7.4","SUSPICIOUS","COMMAND_INJECTION"
"95.186.146.104","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","20","11","SUSPICIOUS","COMMAND_INJECTION"
"230.93.239.141","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","5.1","NORMAL","HTTP_METHOD_ABUSE"
"99.44.221.191","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","13","13","24.9","MALICIOUS","SQL_INJECTION"
"82.173.4.156","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","2.7","NORMAL","NORMAL"
"29.217.59.146","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","7","7","13.1","MALICIOUS","CREDENTIAL_STUFFING"
"80.75.217.177","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","12","6.6","SUSPICIOUS","HTTP_METHOD_ABUSE"
"206.224.248.46","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","6.4","SUSPICIOUS","PATH_TRAVERSAL"
"227.230.167.153","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","10","10","17","MALICIOUS","CREDENTIAL_STUFFING"
"216.161.232.246","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","10","10","17","MALICIOUS","CREDENTIAL_STUFFING"
"91.210.254.11","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","2.7","NORMAL","NORMAL"
"146.132.42.151","/login/","POST","python-requests/2.28","7","7","15.1","MALICIOUS","CREDENTIAL_STUFFING"
"231.92.174.144","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","8","SUSPICIOUS","COMMAND_INJECTION"
"173.202.119.34","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","6","6","11.8","SUSPICIOUS","CREDENTIAL_STUFFING"
"242.87.139.95","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","7","7","13.1","MALICIOUS","CREDENTIAL_STUFFING"
"15.169.103.173","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","11","11","22.3","MALICIOUS","SQL_INJECTION"
"35.189.46.170","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","4.5","NORMAL","HTTP_METHOD_ABUSE"
"148.21.250.110","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","3.3","NORMAL","NORMAL"
"80.60.159.165","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","5","5","14.5","MALICIOUS","SQL_INJECTION"
"14.141.135.218","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","3","NORMAL","NORMAL"
"83.3.5.123","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","6.7","SUSPICIOUS","PATH_TRAVERSAL"
"76.97.220.88","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","7.3","SUSPICIOUS","PATH_TRAVERSAL"
"196.91.152.147","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","6.1","SUSPICIOUS","PATH_TRAVERSAL"
"189.242.165.173","/login/","POST","python-requests/2.28","13","13","22.9","MALICIOUS","CREDENTIAL_STUFFING"
"32.105.176.137","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","2.1","NORMAL","NORMAL"
"115.60.130.166","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","6.7","SUSPICIOUS","PATH_TRAVERSAL"
"114.56.213.67","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","13","8.9","SUSPICIOUS","COMMAND_INJECTION"
"151.154.218.228","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","14","7.2","SUSPICIOUS","HTTP_METHOD_ABUSE"
"107.132.136.45","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","15","4.5","NORMAL","NORMAL"
"246.197.87.215","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","8","8","14.4","MALICIOUS","CREDENTIAL_STUFFING"
"28.87.6.249","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","7.3","SUSPICIOUS","PATH_TRAVERSAL"
"239.242.138.168","/login/","POST","python-requests/2.28","8","8","16.4","MALICIOUS","CREDENTIAL_STUFFING"
"45.88.245.240","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","7.3","SUSPICIOUS","PATH_TRAVERSAL"
"234.95.222.232","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","7","SUSPICIOUS","PATH_TRAVERSAL"
"161.48.1.28","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","17","17","26.1","MALICIOUS","CREDENTIAL_STUFFING"
"235.144.20.40","/login/","POST","python-requests/2.28","11","11","20.3","MALICIOUS","CREDENTIAL_STUFFING"
"91.157.132.234","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","7.7","SUSPICIOUS","COMMAND_INJECTION"
"80.183.154.98","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","12","3.6","NORMAL","NORMAL"
"238.199.204.48","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","7.7","SUSPICIOUS","COMMAND_INJECTION"
"178.111.157.103","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","14","14","22.2","MALICIOUS","CREDENTIAL_STUFFING"
"173.100.62.27","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","13","8.9","SUSPICIOUS","COMMAND_INJECTION"
"43.17.129.178","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","9","9","15.7","MALICIOUS","CREDENTIAL_STUFFING"
"35.7.91.171","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","6","1.8","NORMAL","NORMAL"
"38.120.239.251","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","11","11","22.3","MALICIOUS","SQL_INJECTION"
"126.53.178.204","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","6","6","15.8","MALICIOUS","SQL_INJECTION"
"195.25.222.81","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","2.4","NORMAL","NORMAL"
"123.200.248.79","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","6.4","SUSPICIOUS","PATH_TRAVERSAL"
"53.233.40.192","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","6","6","11.8","SUSPICIOUS","CREDENTIAL_STUFFING"
"76.95.241.238","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","5","5","10.5","SUSPICIOUS","CREDENTIAL_STUFFING"
"53.98.210.89","/login/","POST","python-requests/2.28","10","10","19","MALICIOUS","CREDENTIAL_STUFFING"
"27.22.254.130","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","15","15","23.5","MALICIOUS","CREDENTIAL_STUFFING"
"59.226.167.185","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","8","8","18.4","MALICIOUS","SQL_INJECTION"
"126.68.131.53","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","12","12","19.6","MALICIOUS","CREDENTIAL_STUFFING"
"124.80.133.86","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","7.3","SUSPICIOUS","PATH_TRAVERSAL"
"105.43.182.36","/login/","POST","python-requests/2.28","20","20","32","MALICIOUS","CREDENTIAL_STUFFING"
"24.30.71.8","/login/","POST","python-requests/2.28","13","13","22.9","MALICIOUS","CREDENTIAL_STUFFING"
"86.28.245.191","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","16","16","24.8","MALICIOUS","CREDENTIAL_STUFFING"
"211.104.231.187","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","6","SUSPICIOUS","HTTP_METHOD_ABUSE"
"105.185.5.76","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","6.7","SUSPICIOUS","PATH_TRAVERSAL"
"230.190.130.153","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","7.7","SUSPICIOUS","COMMAND_INJECTION"
"107.212.25.100","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","11","11","18.3","MALICIOUS","CREDENTIAL_STUFFING"
"217.68.154.253","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","18","5.4","NORMAL","NORMAL"
"148.89.41.101","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","7","SUSPICIOUS","PATH_TRAVERSAL"
"199.254.105.91","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","16","8.8","SUSPICIOUS","PATH_TRAVERSAL"
"43.45.214.5","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","16","7.8","SUSPICIOUS","HTTP_METHOD_ABUSE"
"112.225.24.139","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","17","9.1","SUSPICIOUS","PATH_TRAVERSAL"
"70.252.181.235","/login/","POST","python-requests/2.28","10","10","19","MALICIOUS","CREDENTIAL_STUFFING"
"188.164.169.163","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","13","7.9","SUSPICIOUS","PATH_TRAVERSAL"
"166.43.77.27","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","7","7","17.1","MALICIOUS","SQL_INJECTION"
"252.115.229.75","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","11","11","22.3","MALICIOUS","SQL_INJECTION"
"214.19.27.19","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","6","6.8","SUSPICIOUS","COMMAND_INJECTION"
"105.102.42.57","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","12","3.6","NORMAL","NORMAL"
"40.101.116.6","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","3","NORMAL","NORMAL"
"140.41.23.165","/login/","POST","python-requests/2.28","7","7","15.1","MALICIOUS","CREDENTIAL_STUFFING"
"220.181.224.67","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","13","8.9","SUSPICIOUS","COMMAND_INJECTION"
"253.166.85.196","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","22","6.6","SUSPICIOUS","NORMAL"
"178.221.90.204","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","6.3","SUSPICIOUS","HTTP_METHOD_ABUSE"
"72.204.146.56","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","16","4.8","NORMAL","NORMAL"
"67.203.53.208","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","8","SUSPICIOUS","COMMAND_INJECTION"
"206.38.125.235","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","8","SUSPICIOUS","COMMAND_INJECTION"
"240.108.186.128","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","7","7","13.1","MALICIOUS","CREDENTIAL_STUFFING"
"172.26.247.34","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","6","5.8","NORMAL","PATH_TRAVERSAL"
"201.67.149.185","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","2.4","NORMAL","NORMAL"
"105.174.204.127","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","5.7","NORMAL","HTTP_METHOD_ABUSE"
"18.89.87.96","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","12","12","19.6","MALICIOUS","CREDENTIAL_STUFFING"
"226.22.131.24","/login/","POST","python-requests/2.28","10","10","19","MALICIOUS","CREDENTIAL_STUFFING"
"225.223.52.142","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","13","7.9","SUSPICIOUS","PATH_TRAVERSAL"
"212.27.56.52","/login/","POST","python-requests/2.28","11","11","20.3","MALICIOUS","CREDENTIAL_STUFFING"
"246.20.177.184","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","13","3.9","NORMAL","NORMAL"
"22.56.129.243","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","4","4","5.2","NORMAL","BRUTE_FORCE"
"12.136.95.153","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","6.7","SUSPICIOUS","PATH_TRAVERSAL"
"26.34.245.208","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","8","8","14.4","MALICIOUS","CREDENTIAL_STUFFING"
"2.132.208.239","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","12","3.6","NORMAL","NORMAL"
"187.108.130.225","/login/","POST","python-requests/2.28","6","6","13.8","MALICIOUS","CREDENTIAL_STUFFING"
"165.26.59.82","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","6","SUSPICIOUS","HTTP_METHOD_ABUSE"
"43.62.170.222","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","6.1","SUSPICIOUS","PATH_TRAVERSAL"
"120.159.158.164","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","5.4","NORMAL","HTTP_METHOD_ABUSE"
"20.19.125.75","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","12","7.6","SUSPICIOUS","PATH_TRAVERSAL"
"26.96.188.37","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","2.7","NORMAL","NORMAL"
"241.169.31.115","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","6.1","SUSPICIOUS","PATH_TRAVERSAL"
"82.228.244.110","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","2.4","NORMAL","NORMAL"
"76.76.219.241","/login/","POST","python-requests/2.28","9","9","17.7","MALICIOUS","CREDENTIAL_STUFFING"
"136.97.212.233","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","6","SUSPICIOUS","HTTP_METHOD_ABUSE"
"193.1.241.119","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","12","7.6","SUSPICIOUS","PATH_TRAVERSAL"
"67.180.175.81","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","6","6","15.8","MALICIOUS","SQL_INJECTION"
"212.218.176.188","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","10","10","17","MALICIOUS","CREDENTIAL_STUFFING"
"248.59.195.10","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","7.4","SUSPICIOUS","COMMAND_INJECTION"
"202.140.230.201","/login/","POST","python-requests/2.28","7","7","15.1","MALICIOUS","CREDENTIAL_STUFFING"
"231.157.100.142","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","14","14","22.2","MALICIOUS","CREDENTIAL_STUFFING"
"150.115.52.1","/login/","POST","python-requests/2.28","13","13","22.9","MALICIOUS","CREDENTIAL_STUFFING"
"13.39.128.73","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","9","9","15.7","MALICIOUS","CREDENTIAL_STUFFING"
"186.251.203.193","/login/","POST","python-requests/2.28","9","9","17.7","MALICIOUS","CREDENTIAL_STUFFING"
"156.172.231.71","/login/","POST","python-requests/2.28","6","6","13.8","MALICIOUS","CREDENTIAL_STUFFING"
"238.9.89.9","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","8.3","SUSPICIOUS","COMMAND_INJECTION"
"232.204.203.225","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","11","11","18.3","MALICIOUS","CREDENTIAL_STUFFING"
"126.145.194.224","/login/","POST","python-requests/2.28","6","6","13.8","MALICIOUS","CREDENTIAL_STUFFING"
"204.153.237.74","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","5.1","NORMAL","HTTP_METHOD_ABUSE"
"12.46.53.72","/login/","POST","python-requests/2.28","10","10","19","MALICIOUS","CREDENTIAL_STUFFING"
"228.192.80.71","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","6.3","SUSPICIOUS","HTTP_METHOD_ABUSE"
"90.154.146.232","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","11","11","18.3","MALICIOUS","CREDENTIAL_STUFFING"
"168.124.172.21","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","8","SUSPICIOUS","COMMAND_INJECTION"
"180.184.213.10","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","7.7","SUSPICIOUS","COMMAND_INJECTION"
"235.207.223.77","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","8","8","14.4","MALICIOUS","CREDENTIAL_STUFFING"
"130.245.87.204","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","3.3","NORMAL","NORMAL"
"252.47.149.109","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","5","5","10.5","SUSPICIOUS","CREDENTIAL_STUFFING"
"8.127.104.206","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","9","9","15.7","MALICIOUS","CREDENTIAL_STUFFING"
"240.132.145.155","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","5.7","NORMAL","HTTP_METHOD_ABUSE"
"53.171.65.86","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","13","7.9","SUSPICIOUS","PATH_TRAVERSAL"
"176.235.125.139","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","6.4","SUSPICIOUS","PATH_TRAVERSAL"
"110.120.55.102","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","6.5","SUSPICIOUS","COMMAND_INJECTION"
"250.27.40.115","/login/","POST","python-requests/2.28","4","4","7.2","SUSPICIOUS","BRUTE_FORCE"
"168.3.60.211","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","6","6","15.8","MALICIOUS","SQL_INJECTION"
"161.178.94.3","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","2.4","NORMAL","NORMAL"
"52.212.20.161","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","6.7","SUSPICIOUS","PATH_TRAVERSAL"
"66.191.41.246","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","6","6","15.8","MALICIOUS","SQL_INJECTION"
"216.183.113.134","/login/","POST","python-requests/2.28","6","6","13.8","MALICIOUS","CREDENTIAL_STUFFING"
"76.173.46.175","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","7","7","17.1","MALICIOUS","SQL_INJECTION"
"68.163.86.90","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","6","SUSPICIOUS","HTTP_METHOD_ABUSE"
"73.165.33.227","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","11","11","22.3","MALICIOUS","SQL_INJECTION"
"131.27.224.236","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","6","6","15.8","MALICIOUS","SQL_INJECTION"
"246.100.2.9","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","15","7.5","SUSPICIOUS","HTTP_METHOD_ABUSE"
"88.56.90.186","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","9","9","19.7","MALICIOUS","SQL_INJECTION"
"33.145.125.122","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","5.7","NORMAL","HTTP_METHOD_ABUSE"
"209.107.229.58","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","12","3.6","NORMAL","NORMAL"
"205.45.101.173","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","6.7","SUSPICIOUS","PATH_TRAVERSAL"
"240.151.250.42","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","13","7.9","SUSPICIOUS","PATH_TRAVERSAL"
"149.224.127.88","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","12","12","23.6","MALICIOUS","SQL_INJECTION"
"93.226.228.124","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","12","3.6","NORMAL","NORMAL"
"241.68.219.94","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","3.3","NORMAL","NORMAL"
"154.233.133.77","/login/","POST","python-requests/2.28","11","11","20.3","MALICIOUS","CREDENTIAL_STUFFING"
"243.147.16.111","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","2.7","NORMAL","NORMAL"
"138.121.62.172","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","8","8","18.4","MALICIOUS","SQL_INJECTION"
"202.134.25.221","/login/","POST","python-requests/2.28","12","12","21.6","MALICIOUS","CREDENTIAL_STUFFING"
"210.163.167.227","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","3.3","NORMAL","NORMAL"
"57.94.28.94","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","17","10.1","SUSPICIOUS","COMMAND_INJECTION"
"13.1.104.38","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","13","7.9","SUSPICIOUS","PATH_TRAVERSAL"
"198.8.227.243","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","3.3","NORMAL","NORMAL"
"208.113.174.194","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","11","11","22.3","MALICIOUS","SQL_INJECTION"
"117.117.189.77","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","10","10","17","MALICIOUS","CREDENTIAL_STUFFING"
"59.146.153.211","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","6.7","SUSPICIOUS","PATH_TRAVERSAL"
"175.35.28.7","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","13","8.9","SUSPICIOUS","COMMAND_INJECTION"
"197.214.83.237","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","3.3","NORMAL","NORMAL"
"212.25.156.191","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","12","6.6","SUSPICIOUS","HTTP_METHOD_ABUSE"
"241.34.53.43","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","18","9.4","SUSPICIOUS","PATH_TRAVERSAL"
"40.17.153.124","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","11","11","22.3","MALICIOUS","SQL_INJECTION"
"92.240.65.36","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","2.1","NORMAL","NORMAL"
"111.165.97.50","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","12","6.6","SUSPICIOUS","HTTP_METHOD_ABUSE"
"27.54.182.195","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","2.7","NORMAL","NORMAL"
"96.113.52.133","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","14","8.2","SUSPICIOUS","PATH_TRAVERSAL"
"202.20.224.223","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","12","3.6","NORMAL","NORMAL"
"170.241.2.106","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","8","SUSPICIOUS","COMMAND_INJECTION"
"174.41.36.204","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","6","6","11.8","SUSPICIOUS","CREDENTIAL_STUFFING"
"120.208.85.239","/login/","POST","python-requests/2.28","11","11","20.3","MALICIOUS","CREDENTIAL_STUFFING"
"104.62.136.174","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","3.3","NORMAL","NORMAL"
"3.22.109.218","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","5.4","NORMAL","HTTP_METHOD_ABUSE"
"169.218.27.147","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","17","5.1","NORMAL","NORMAL"
"30.41.125.35","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","15","4.5","NORMAL","NORMAL"
"115.178.37.80","/login/","POST","python-requests/2.28","15","15","25.5","MALICIOUS","CREDENTIAL_STUFFING"
"88.74.41.21","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","14","14","26.2","MALICIOUS","SQL_INJECTION"
"69.35.44.215","/login/","POST","python-requests/2.28","10","10","19","MALICIOUS","CREDENTIAL_STUFFING"
"89.81.177.33","/login/","POST","python-requests/2.28","9","9","17.7","MALICIOUS","CREDENTIAL_STUFFING"
"227.12.250.17","/login/","POST","python-requests/2.28","11","11","20.3","MALICIOUS","CREDENTIAL_STUFFING"
"38.150.22.29","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","7","7","13.1","MALICIOUS","CREDENTIAL_STUFFING"
"83.82.242.18","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","5.4","NORMAL","HTTP_METHOD_ABUSE"
"217.246.62.39","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","7.3","SUSPICIOUS","PATH_TRAVERSAL"
"152.124.36.176","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","2.7","NORMAL","NORMAL"
"137.77.32.195","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","14","7.2","SUSPICIOUS","HTTP_METHOD_ABUSE"
"104.219.33.242","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","8.3","SUSPICIOUS","COMMAND_INJECTION"
"93.86.103.115","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","6.7","SUSPICIOUS","PATH_TRAVERSAL"
"176.117.86.234","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","5.7","NORMAL","HTTP_METHOD_ABUSE"
